S.No,Course Number,Prof,Dept,Students,Year,Sem
3615,MSE658A,N P GURAO,MSE,26,2016-17,1
2347,MSE658A,SHASHANK SHEKHAR,MSE,39,2017-18,1
1737,MSE658A,SANDEEP  SANGAL,MSE,51,2018-19,1
3616,MSE659A,ANISH UPADHYAYA,MSE,19,2016-17,1
2348,MSE659A,ANISH UPADHYAY,MSE,16,2017-18,1
1738,MSE659A,SHOBIT  OMAR,MSE,21,2018-19,1
4213,MSE661A,S S SINGH,MSE,66,2016-17,2
4214,MSE667A,K BISWAS,MSE,51,2016-17,2
2989,MSE667A,KRISHANU  BISWAS,MSE,49,2017-18,2
1136,MSE667A,SHASHANK SHEKHAR,MSE,43,2018-19,2
3617,MSE670A,KAUSTUBH KULKARNI,MSE,41,2016-17,1
2349,MSE670A,S DAS,MSE,23,2017-18,1
1739,MSE670A,KRISHANU  BISWAS,MSE,59,2018-19,1
3618,MSE671A,INDRANIL MANNA,MSE,53,2016-17,1
2350,MSE671A,I MANNA,MSE,43,2017-18,1
1740,MSE671A,KALLOL  MONDAL,MSE,44,2018-19,1
2352,MSE672A,KAUSTUB N KULKARNI,MSE,13,2017-18,1
2351,MSE672A,SHASHANK SHEKHAR,MSE,13,2017-18,1
4215,MSE675A,I MANNA,MSE,15,2016-17,2
4216,MSE676A,GOUTHAMA,MSE,14,2016-17,2
2990,MSE676A,ANISH  UPADHYAYA,MSE,19,2017-18,2
1137,MSE676A,ANISH UPADHYAYA,MSE,17,2018-19,2
3619,MSE681A,SARANG INGOLE,MSE,25,2016-17,1
3620,MSE682A,SOMNATH BHOWMICK,MSE,27,2016-17,1
1741,MSE682A,SOMNATH  BHOWMICK,MSE,33,2018-19,1
4217,MSE683A,N P GURAO,MSE,34,2016-17,2
1138,MSE683A,NILESH PRAKASH GURAO,MSE,57,2018-19,2
3621,MSE690,CONVENER DPGC,MSE,1,2016-17,1
4218,MSE690A,CONVENER DPGC,MSE,43,2016-17,2
3622,MSE690A,CONVNER DPGC,MSE,1,2016-17,1
2992,MSE690A,ANSHU GAUR,MSE,17,2017-18,2
2991,MSE690A,SUDHANSHU SHEKHAR  SINGH,MSE,17,2017-18,2
2354,MSE690A,A GAUR,MSE,49,2017-18,1
2353,MSE690A,CONVENER DPGC,MSE,49,2017-18,1
1743,MSE690A,VIVEK  VERMA,MSE,26,2018-19,1
1742,MSE690A,KRISHANU  BISWAS,MSE,26,2018-19,1
1140,MSE690A,VIVEK VERMA,MSE,31,2018-19,2
1139,MSE690A,KRISHANU BISWAS,MSE,31,2018-19,2
4219,MSE691,CONVENER DPGC,MSE,1,2016-17,2
3623,MSE691,CONVENER DPGC,MSE,1,2016-17,1
2355,MSE691,CONVENER DPGC,MSE,1,2017-18,1
4220,MSE691A,CONVENER DPGC,MSE,4,2016-17,2
3624,MSE691A,CONVENER DPGC,MSE,11,2016-17,1
2994,MSE691A,ANSHU GAUR,MSE,37,2017-18,2
2993,MSE691A,SUDHANSHU SHEKHAR  SINGH,MSE,37,2017-18,2
2357,MSE691A,A GAUR,MSE,37,2017-18,1
2356,MSE691A,CONVENER DPGC,MSE,37,2017-18,1
1745,MSE691A,VIVEK  VERMA,MSE,21,2018-19,1
1744,MSE691A,KRISHANU  BISWAS,MSE,21,2018-19,1
1142,MSE691A,VIVEK VERMA,MSE,26,2018-19,2
1141,MSE691A,KRISHANU BISWAS,MSE,26,2018-19,2
3625,MSE693,VIVEK VERMA,MSE,1,2016-17,1
3626,MSE693A,VIVEK VERMA,MSE,65,2016-17,1
2358,MSE693A,VIVEK VERMA,MSE,42,2017-18,1
1746,MSE693A,KANTESH  BALANI,MSE,14,2018-19,1
3627,MSE694A,KANTESH BALANI,MSE,39,2016-17,1
2359,MSE694A,RAJDIP MUKHERJEE,MSE,54,2017-18,1
1747,MSE694A,ANANDH  SUBRAMANIAM,MSE,9,2018-19,1
4221,MSE699,CONVENER DPGC,MSE,27,2016-17,2
3628,MSE699,CONVENER DPGC,MSE,26,2016-17,1
2996,MSE699,RAJIV  SHEKHAR,MSE,40,2017-18,2
2995,MSE699,MONICA  KATIYAR,MSE,40,2017-18,2
2360,MSE699,CONVENER DPGC,MSE,41,2017-18,1
1749,MSE699,ASHISH  GARG,MSE,26,2018-19,1
1748,MSE699,AMARENDRA KUMAR  SINGH,MSE,26,2018-19,1
1144,MSE699,ASHISH GARG,MSE,29,2018-19,2
1143,MSE699,AMARENDRA KUMAR SINGH,MSE,29,2018-19,2
4222,MSE799,CONVENER DPGC,MSE,72,2016-17,2
3629,MSE799,CONVENER DPGC,MSE,71,2016-17,1
2997,MSE799,MONICA  KATIYAR,MSE,82,2017-18,2
2361,MSE799,CONVENER DPGC,MSE,70,2017-18,1
1750,MSE799,AMARENDRA KUMAR  SINGH,MSE,75,2018-19,1
1145,MSE799,AMARENDRA KUMAR SINGH,MSE,87,2018-19,2
4224,MSO201A,NEERAJ MISRA,MTH,419,2016-17,2
2999,MSO201A,FACULTY TEST CASE,MTH,345,2017-18,2
2998,MSO201A,SUBHRA SANKAR DHAR,MTH,345,2017-18,2
1147,MSO201A,SUBHRA SANKAR DHAR,MTH,275,2018-19,2
3631,MSO202A,S CHAVAN,MTH,422,2016-17,1
2362,MSO202A,RAMA RAWAT,MTH,374,2017-18,1
1752,MSO202A,PREENA  SAMUEL,MTH,32,2018-19,1
3632,MSO203B,KAUSHIK BAL,MTH,534,2016-17,1
2363,MSO203B,KAUSHIK BAL,MTH,500,2017-18,1
1753,MSO203B,KAUSHIK  BAL,MTH,59,2018-19,1
4225,MTH101A,D SEN,MTH,84,2016-17,2
3633,MTH101A,P SHUNMUGARAJ,MTH,888,2016-17,1
3000,MTH101A,SASMITA  PATNAIK,MTH,85,2017-18,2
2365,MTH101A,DEBASIS SEN,MTH,868,2017-18,1
2364,MTH101A,A MANDAL,MTH,868,2017-18,1
1754,MTH101A,ASHIS  MANDAL,MTH,98,2018-19,1
1148,MTH101A,P SHUNMUGARAJ,MTH,36,2018-19,2
4226,MTH102A,"G SANTHANAM 
A K LAL",MTH,793,2016-17,2
3002,MTH102A,SAKTIPADA  GHORAI,MTH,791,2017-18,2
3001,MTH102A,ABHIJIT PAL,MTH,791,2017-18,2
2366,MTH102A,PRAWAL SINHA,MTH,6,2017-18,1
1149,MTH102A,SANTOSHA KUMAR PATTANAYAK,MTH,853,2018-19,2
3634,MTH201,NANDINI NILAKANTAN,MTH,1,2016-17,1
3635,MTH201A,NANDINI NILAKANTAN,MTH,48,2016-17,1
2367,MTH201A,S K PATTANAYAK,MTH,108,2017-18,1
1755,MTH201A,SACHIN SUBHASH SHARMA,MTH,99,2018-19,1
3636,MTH202A,SUDIPTA DUTTA,MTH,41,2016-17,1
2368,MTH202A,N NILAKANTAN,MTH,40,2017-18,1
1756,MTH202A,NANDINI  NILAKANTAN,MTH,36,2018-19,1
4227,MTH204,SOMNATH JHA,MTH,1,2016-17,2
3637,MTH204,S K PATTANAYAK,MTH,1,2016-17,1
4228,MTH204A,SOMNATH JHA,MTH,46,2016-17,2
3638,MTH204A,S K  PATTANAYAK,MTH,79,2016-17,1
3003,MTH204A,SUDHANSHU  SHEKHAR,MTH,113,2017-18,2
1150,MTH204A,SOMNATH JHA,MTH,95,2018-19,2
3639,MTH205A,PARASAR MOHANTI,MTH,26,2016-17,1
1757,MTH205A,SAMEER LAXMAN  CHAVAN,MTH,17,2018-19,1
3640,MTH215A,A K MALOO,MTH,67,2016-17,1
2369,MTH215A,A K MALOO,MTH,30,2017-18,1
1758,MTH215A,SOMNATH  JHA,MTH,14,2018-19,1
3641,MTH301,APARNA DAR,MTH,1,2016-17,1
3642,MTH301A,APARNA DAR,MTH,143,2016-17,1
3004,MTH301A,P  SHUNMUGARAJ,MTH,47,2017-18,2
2370,MTH301A,AKASH ANAND,MTH,46,2017-18,1
1759,MTH301A,PARASAR  MOHANTY,MTH,61,2018-19,1
1151,MTH301A,RAMA RAWAT,MTH,78,2018-19,2
4229,MTH302A,MOHUA BANERJEE,MTH,87,2016-17,2
2371,MTH302A,A S KUBER,MTH,50,2017-18,1
1760,MTH302A,AMIT     SHEKHAR KUBER,MTH,66,2018-19,1
4230,MTH304A,NANDINI NILAKANTAN,MTH,32,2016-17,2
3005,MTH304A,DEBASIS SEN,MTH,36,2017-18,2
1152,MTH304A,AJAY SINGH RAMDIN THAKUR,MTH,37,2018-19,2
4231,MTH305,T MUTHUKUMAR,MTH,1,2016-17,2
4232,MTH305A,T MUTHUKUMAR,MTH,2,2016-17,2
3643,MTH305A,D SEN,MTH,101,2016-17,1
2372,MTH305A,ABHIJIT PAL,MTH,89,2017-18,1
1761,MTH305A,DEBASIS  SEN,MTH,80,2018-19,1
4233,MTH308A,AKASH ANAND,MTH,74,2016-17,2
3006,MTH308A,PRAVIR DUTT,MTH,71,2017-18,2
1153,MTH308A,AKASH ANAND,MTH,7,2018-19,2
4234,MTH308B,AKASH ANAND,MTH,39,2016-17,2
3007,MTH308B,PRAVIR DUTT,MTH,54,2017-18,2
1154,MTH308B,AKASH ANAND,MTH,83,2018-19,2
4235,MTH309A,S S DHAR,MTH,50,2016-17,2
3008,MTH309A,SUBHAJIT DUTTA,MTH,45,2017-18,2
1155,MTH309A,SUPRIO BHAR,MTH,40,2018-19,2
3644,MTH391A,CONVENER DUGC,MTH,7,2016-17,1
3009,MTH391A,SAMEER LAXMAN  CHAVAN,MTH,3,2017-18,2
2373,MTH391A,CONVENER DUGC,MTH,7,2017-18,1
1762,MTH391A,SAMEER LAXMAN  CHAVAN,MTH,1,2018-19,1
1156,MTH391A,SAMEER LAXMAN CHAVAN,MTH,0,2018-19,2
4236,MTH392A,CONVENER DUGC,MTH,4,2016-17,2
3645,MTH392A,CONVENER DUGC,MTH,8,2016-17,1
3010,MTH392A,SAMEER LAXMAN  CHAVAN,MTH,11,2017-18,2
2374,MTH392A,CONVENER DUGC,MTH,4,2017-18,1
1763,MTH392A,SAMEER LAXMAN  CHAVAN,MTH,4,2018-19,1
1157,MTH392A,SAMEER LAXMAN CHAVAN,MTH,6,2018-19,2
4237,MTH393A,CONVENER DUGC,MTH,3,2016-17,2
3646,MTH393A,CONVENER DUGC,MTH,10,2016-17,1
3011,MTH393A,SAMEER LAXMAN  CHAVAN,MTH,3,2017-18,2
2375,MTH393A,CONVENER DUGC,MTH,4,2017-18,1
1764,MTH393A,SAMEER LAXMAN  CHAVAN,MTH,8,2018-19,1
1158,MTH393A,SAMEER LAXMAN CHAVAN,MTH,3,2018-19,2
3012,MTH394A,SAMEER LAXMAN  CHAVAN,MTH,2,2017-18,2
2376,MTH394A,CONVENER DUGC,MTH,,2017-18,1
1765,MTH394A,SAMEER LAXMAN  CHAVAN,MTH,0,2018-19,1
1159,MTH394A,SAMEER LAXMAN CHAVAN,MTH,0,2018-19,2
3647,MTH399A,MOHUA BANERJEE,MTH,51,2016-17,1
2377,MTH399A,APARNA DAR,MTH,54,2017-18,1
1766,MTH399A,APARNA  DAR,MTH,47,2018-19,1
3648,MTH401A,AKASH ANAND,MTH,57,2016-17,1
2378,MTH401A,MOHUA BANERJEE,MTH,56,2017-18,1
1767,MTH401A,MOHUA  BANERJEE,MTH,50,2018-19,1
3649,MTH403A,SANJOY PUSTI,MTH,67,2016-17,1
2379,MTH403A,G SANTHANAM,MTH,41,2017-18,1
1768,MTH403A,RAMA  RAWAT,MTH,36,2018-19,1
4238,MTH404A,S NANDAKUMAR,MTH,25,2016-17,2
3013,MTH404A,T  MUTHUKUMAR,MTH,38,2017-18,2
1160,MTH404A,PARASAR MOHANTY,MTH,24,2018-19,2
3650,MTH405A,SASMITA PATNAIK,MTH,39,2016-17,1
2380,MTH405A,S L CHAVAN,MTH,28,2017-18,1
1769,MTH405A,G  SANTHANAM,MTH,16,2018-19,1
3651,MTH409A,SAKTIPADA GHORAI,MTH,84,2016-17,1
2381,MTH409A,SAKTIPADA GHORAI,MTH,73,2017-18,1
1770,MTH409A,SAKTIPADA  GHORAI,MTH,74,2018-19,1
3652,MTH412,D KUNDU,MTH,1,2016-17,1
3653,MTH412A,DEBASIS KUNDU,MTH,81,2016-17,1
2382,MTH412A,DEBASIS KUNDU,MTH,87,2017-18,1
1771,MTH412A,DEBASIS  KUNDU,MTH,75,2018-19,1
3654,MTH415A,SHARMISHTHA MITRA,MTH,53,2016-17,1
2383,MTH415A,S MITRA,MTH,59,2017-18,1
1772,MTH415A,SHARMISHTHA  MITRA,MTH,51,2018-19,1
4239,MTH416A,SHARMISHTHA MITRA,MTH,64,2016-17,2
3014,MTH416A,SHARMISHTHA  MITRA,MTH,57,2017-18,2
1161,MTH416A,SHARMISHTHA MITRA,MTH,44,2018-19,2
3655,MTH417A,R SRIVASTAVA,MTH,46,2016-17,1
2384,MTH417A,SHALABH,MTH,1,2017-18,1
4240,MTH418A,AMIT MITRA,MTH,86,2016-17,2
3015,MTH418A,NEERAJ  MISRA,MTH,45,2017-18,2
1162,MTH418A,AMIT MITRA,MTH,41,2018-19,2
4241,MTH421A,MALAY BANERJEE,MTH,102,2016-17,2
3016,MTH421A,MALAY  BANERJEE,MTH,60,2017-18,2
1163,MTH421A,KAUSHIK BAL,MTH,87,2018-19,2
4242,MTH424A,PRAVIR DUTT,MTH,79,2016-17,2
3017,MTH424A,G  SANTHANAM,MTH,70,2017-18,2
1164,MTH424A,T MUTHUKUMAR,MTH,35,2018-19,2
3656,MTH425A,S S DHAR,MTH,49,2016-17,1
2385,MTH425A,S S DHAR,MTH,3,2017-18,1
4243,MTH426A,PRAWAL SINHA,MTH,94,2016-17,2
3657,MTH428A,DHIREN BAHUGUNA,MTH,73,2016-17,1
2386,MTH428A,PRAVIR DUTT (OE),MTH,54,2017-18,1
1773,MTH428A,DHIRENDRA  BAHUGUNA,MTH,61,2018-19,1
2387,MTH430A,COURSE DROPPED,MTH,,2017-18,1
1774,MTH430A,PRAVIR  DUTT,MTH,23,2018-19,1
2388,MTH431A,S S DHAR,MTH,40,2017-18,1
1775,MTH431A,SUBHRA  SANKAR DHAR,MTH,37,2018-19,1
2389,MTH432A,SHALABH,MTH,43,2017-18,1
1776,MTH432A,SHALABH,MTH,37,2018-19,1
2390,MTH433A,P SHUNMUGRAJ,MTH,41,2017-18,1
1777,MTH433A,P  SHUNMUGARAJ,MTH,35,2018-19,1
2391,MTH434A,MANJUL GUPTA,MTH,41,2017-18,1
1778,MTH434A,SATYAJIT  GUIN,MTH,35,2018-19,1
4244,MTH511A,SHALABH,MTH,56,2016-17,2
3018,MTH511A,DEBASIS  KUNDU,MTH,99,2017-18,2
1779,MTH511A,SUBHAJIT  DUTTA,MTH,46,2018-19,1
4245,MTH513A,SHALABH,MTH,45,2016-17,2
3019,MTH513A,SHALABH,MTH,41,2017-18,2
1165,MTH513A,SHALABH,MTH,35,2018-19,2
4246,MTH514A,AMIT MITRA,MTH,39,2016-17,2
3020,MTH514A,AMIT  MITRA,MTH,44,2017-18,2
1166,MTH514A,AMIT MITRA,MTH,37,2018-19,2
3658,MTH515A,NEERAJ MISRA,MTH,36,2016-17,1
2392,MTH515A,NEERAJ MISRA,MTH,48,2017-18,1
1780,MTH515A,NEERAJ  MISRA,MTH,42,2018-19,1
4247,MTH516A,SUBHAJIT DUTTA,MTH,35,2016-17,2
3021,MTH516A,SUBHAJIT DUTTA,MTH,43,2017-18,2
1781,MTH516A,SUBHAJIT  DUTTA,MTH,1,2018-19,1
1167,MTH516A,NEERAJ MISRA,MTH,35,2018-19,2
3659,MTH517A,AMIT MITRA,MTH,61,2016-17,1
2393,MTH517A,AMIT MITRA,MTH,68,2017-18,1
1782,MTH517A,AMIT  MITRA,MTH,87,2018-19,1
4248,MTH522A,B V R KUMAR,MTH,6,2016-17,2
3660,MTH523A,B V RATHISH KUMAR,MTH,70,2016-17,1
2394,MTH523A,B V R KUMAR,MTH,60,2017-18,1
1783,MTH523A,B V R  KUMAR,MTH,53,2018-19,1
1168,MTH523A,B V R KUMAR,MTH,6,2018-19,2
1169,MTH535A,DEBASIS KUNDU,MTH,82,2018-19,2
4249,MTH598A,CONVENER DUGC,MTH,9,2016-17,2
3661,MTH598A,CONVENER DUGC,MTH,3,2016-17,1
3022,MTH598A,SAMEER LAXMAN  CHAVAN,MTH,9,2017-18,2
2395,MTH598A,CONVENER DUGC,MTH,14,2017-18,1
1784,MTH598A,SAMEER LAXMAN  CHAVAN,MTH,28,2018-19,1
1170,MTH598A,SAMEER LAXMAN CHAVAN,MTH,1,2018-19,2
3662,MTH599,CONVENER DUGC,MTH,1,2016-17,1
4250,MTH599A,CONVENER DUGC,MTH,2,2016-17,2
3023,MTH599A,SAMEER LAXMAN  CHAVAN,MTH,10,2017-18,2
2396,MTH599A,CONVENER DUGC,MTH,,2017-18,1
1785,MTH599A,SAMEER LAXMAN  CHAVAN,MTH,0,2018-19,1
1171,MTH599A,SAMEER LAXMAN CHAVAN,MTH,16,2018-19,2
1786,MTH607A,PROSENJIT  ROY,MTH,6,2018-19,1
4251,MTH611A,PREENA SAMUEL,MTH,21,2016-17,2
3024,MTH611A,ALOK KUMAR  MALOO,MTH,27,2017-18,2
1172,MTH611A,ALOK KUMAR MALOO,MTH,17,2018-19,2
3663,MTH612A,ASHISH MANDAL,MTH,22,2016-17,1
2397,MTH612A,SOMNATH JHA,MTH,13,2017-18,1
1787,MTH612A,ALOK KUMAR  MALOO,MTH,17,2018-19,1
2398,MTH613A,PREENA SAMUEL,MTH,12,2017-18,1
1173,MTH614A,SUPRIO BHAR,MTH,2,2018-19,2
4252,MTH621A,PARASAR MOHANTI,MTH,5,2016-17,2
3025,MTH621A,PARASAR  MOHANTY,MTH,3,2017-18,2
1174,MTH624A,SACHIN SUBHASH SHARMA,MTH,2,2018-19,2
4253,MTH628A,APRNA DAR,MTH,100,2016-17,2
3026,MTH628A,APARNA  DAR,MTH,89,2017-18,2
1175,MTH628A,APARNA DAR,MTH,147,2018-19,2
3027,MTH631A,AKASH ANAND,MTH,25,2017-18,2
4254,MTH633A,ABHIJIT PAL,MTH,9,2016-17,2
1176,MTH633A,ABHIJIT PAL,MTH,3,2018-19,2
4255,MTH635A,SASMITA PATNAIK,MTH,13,2016-17,2
1177,MTH635A,SASMITA PATNAIK,MTH,8,2018-19,2
1178,MTH638A,SATYAJIT GUIN,MTH,6,2018-19,2
4256,MTH640A,S L CHAVAN,MTH,6,2016-17,2
2399,MTH641A,SACHIN S SHARMA,MTH,5,2017-18,1
1788,MTH641A,AJAY SINGH RAMDIN THAKUR,MTH,5,2018-19,1
1789,MTH642A,AMIT     SHEKHAR KUBER,MTH,8,2018-19,1
3664,MTH648A,G SANTHANAM,MTH,6,2016-17,1
3028,MTH648A,ASHIS MANDAL,MTH,7,2017-18,2
1179,MTH648A,G SANTHANAM,MTH,5,2018-19,2
3665,MTH649A,ABHIJIT PAL,MTH,23,2016-17,1
3029,MTH649A,NANDINI  NILAKANTAN,MTH,13,2017-18,2
2400,MTH649A,A S THAKUR,MTH,11,2017-18,1
1790,MTH649A,ABHIJIT  PAL,MTH,8,2018-19,1
1180,MTH649A,NANDINI NILAKANTAN,MTH,17,2018-19,2
4257,MTH652A,MANJUL GUPTA,MTH,1,2016-17,2
3030,MTH652A,SACHIN SUBHASH SHARMA,MTH,4,2017-18,2
1181,MTH652A,MANJUL  GUPTA,MTH,1,2018-19,2
4258,MTH653A,DHIREN BAHUGUNA,MTH,79,2016-17,2
3031,MTH653A,DHIRENDRA  BAHUGUNA,MTH,84,2017-18,2
1182,MTH653A,DHIRENDRA BAHUGUNA,MTH,54,2018-19,2
3032,MTH654A,SAMEER LAXMAN  CHAVAN,MTH,4,2017-18,2
3666,MTH656A,PRAVIR DUTT,MTH,11,2016-17,1
1791,MTH656A,PROSENJIT  ROY,MTH,3,2018-19,1
2401,MTH657A,A K LAL,MTH,14,2017-18,1
3667,MTH658,MALAY BANERJEE,MTH,1,2016-17,1
3668,MTH658A,MALAY BANERJEE,MTH,38,2016-17,1
2402,MTH658A,MALAY BANERJEE,MTH,20,2017-18,1
1792,MTH658A,MALAY  BANERJEE,MTH,22,2018-19,1
3669,MTH659A,P SRIKANTH,MTH,2,2016-17,1
3033,MTH661A,AMIT     SHEKHAR KUBER,MTH,4,2017-18,2
2403,MTH663A,D BAHUGUNA (OE),MTH,30,2017-18,1
1793,MTH663A,T  MUTHUKUMAR,MTH,3,2018-19,1
2404,MTH665A,S S DHAR,MTH,7,2017-18,1
2405,MTH666A,A S KUBER,MTH,5,2017-18,1
3670,MTH667A,P SAMUEL,MTH,10,2016-17,1
3034,MTH668A,SOMNATH  JHA,MTH,6,2017-18,2
4259,MTH671A,SUDHANSHU SHEKHAR,MTH,3,2016-17,2
4260,MTH672A,SANJOY PUSTI,MTH,5,2016-17,2
3671,MTH673A,S S DHAR,MTH,15,2016-17,1
4261,MTH674A,KAUSHIK BAL,MTH,2,2016-17,2
4262,MTH675A,A MANDAL,MTH,6,2016-17,2
3672,MTH676A,SHALABH,MTH,30,2016-17,1
1794,MTH676A,SHALABH,MTH,31,2018-19,1
1183,MTH678A,AMIT   SHEKHAR KUBER,MTH,8,2018-19,2
4263,MTH686A,DEBASIS KUNDU,MTH,59,2016-17,2
1184,MTH686A,DEBASIS KUNDU,MTH,56,2018-19,2
3673,MTH688A,SOMNATH JHA,MTH,9,2016-17,1
3674,MTH690A,SUBHAJIT DUTTA,MTH,22,2016-17,1
1185,MTH696A,PRAVIR DUTT,MTH,68,2018-19,2
4264,MTH697A,CONVENER DUGC,MTH,9,2016-17,2
3675,MTH697A,CONVENER DUGC,MTH,10,2016-17,1
3035,MTH697A,SAMEER LAXMAN  CHAVAN,MTH,2,2017-18,2
2406,MTH697A,CONVENER DUGC,MTH,7,2017-18,1
1795,MTH697A,SAMEER LAXMAN  CHAVAN,MTH,6,2018-19,1
1186,MTH697A,SAMEER LAXMAN CHAVAN,MTH,5,2018-19,2
4265,MTH698A,CONVENER DUGC,MTH,11,2016-17,2
3036,MTH698A,SAMEER LAXMAN  CHAVAN,MTH,2,2017-18,2
2407,MTH698A,CONVENER DUGC,MTH,4,2017-18,1
1796,MTH698A,SAMEER LAXMAN  CHAVAN,MTH,4,2018-19,1
1187,MTH698A,SAMEER LAXMAN CHAVAN,MTH,6,2018-19,2
3676,MTH699A,CONVENER DUGC,MTH,8,2016-17,1
3037,MTH699A,SAMEER LAXMAN  CHAVAN,MTH,2,2017-18,2
2408,MTH699A,CONVENER DUGC,MTH,,2017-18,1
1797,MTH699A,SAMEER LAXMAN  CHAVAN,MTH,0,2018-19,1
1188,MTH699A,SAMEER LAXMAN CHAVAN,MTH,2,2018-19,2
3677,MTH701A,MOHUA BANERJEE,MTH,6,2016-17,1
3038,MTH701A,MOHUA  BANERJEE,MTH,2,2017-18,2
1189,MTH701A,MOHUA BANERJEE,MTH,2,2018-19,2
1190,MTH702A,SAMEER LAXMAN CHAVAN,MTH,6,2018-19,2
1191,MTH703A,PROSENJIT ROY,MTH,3,2018-19,2
1192,MTH708A,B V R KUMAR,MTH,3,2018-19,2
3039,MTH711A,B V R  KUMAR,MTH,5,2017-18,2
2409,MTH712A,SUDHANSHU SHEKHAR,MTH,4,2017-18,1
1798,MTH712A,SUDHANSHU  SHEKHAR,MTH,5,2018-19,1
2410,MTH719A,T MUTHUKUMAR,MTH,2,2017-18,1
1799,MTH720A,AKASH  ANAND,MTH,12,2018-19,1
4266,MTH729A,SUDIPTA DUTTA,MTH,7,2016-17,2
4267,MTH732A,A K MALOO,MTH,16,2016-17,2
3040,MTH732A,PREENA  SAMUEL,MTH,3,2017-18,2
1193,MTH732A,SUDHANSHU SHEKHAR,MTH,2,2018-19,2
4268,MTH751A,SACHIN SHARMA,MTH,2,2016-17,2
3041,MTH751A,SANTOSHA KUMAR PATTANAYAK,MTH,3,2017-18,2
1194,MTH751A,PREENA SAMUEL,MTH,11,2018-19,2
4269,MTH752A,S GHORAI,MTH,2,2016-17,2
3042,MTH752A,KAUSHIK BAL,MTH,3,2017-18,2
1195,MTH752A,SAKTIPADA GHORAI,MTH,11,2018-19,2
3678,MTH753A,T MUTHUKUMAR,MTH,6,2016-17,1
2411,MTH753A,SASMITA PATNAIK,MTH,1,2017-18,1
1800,MTH753A,SASMITA  PATNAIK,MTH,9,2018-19,1
3679,MTH754A,SUBHAJIT DUTTA,MTH,2,2016-17,1
2412,MTH754A,DEBASIS KUNDU,MTH,2,2017-18,1
1801,MTH754A,SUPRIO  BHAR,MTH,4,2018-19,1
3680,MTH755A,DEBASIS KUNDU,MTH,1,2016-17,1
2413,MTH755A,SHARMISHTHA MITRA,MTH,2,2017-18,1
1802,MTH755A,AMIT  MITRA,MTH,3,2018-19,1
3043,MTH759A,AJAY SINGH RAMDIN THAKUR,MTH,6,2017-18,2
2414,MTH761A,COURSE DROPPED,MTH,,2017-18,1
1803,MTH761A,SANTOSHA KUMAR  PATTANAYAK,MTH,6,2018-19,1
1196,MTH770A,MALAY BANERJEE,MTH,8,2018-19,2
1197,MTH784A,NEERAJ MISRA,MTH,0,2018-19,2
4270,MTH799,CONVENER DPGC,MTH,51,2016-17,2
3681,MTH799,CONVENER DPGC,MTH,52,2016-17,1
3044,MTH799,AKASH ANAND,MTH,45,2017-18,2
2415,MTH799,CONVENER DPGC,MTH,49,2017-18,1
1804,MTH799,SAMEER LAXMAN  CHAVAN,MTH,42,2018-19,1
1198,MTH799,SHARMISHTHA MITRA,MTH,41,2018-19,2
3582,NT602A,OM PAL SINGH,ME,20,2016-17,1
3045,NT602A,PRABHAT    MUNSHI,NET,150,2017-18,2
3583,NT611,P MUNSHI,ME,1,2016-17,1
3584,NT611A,PRABHAT MUNSHI,ME,98,2016-17,1
1199,NT611A,PRABHAT  MUNSHI,NET,93,2018-19,2
4176,NT614A,O P SINGH,ME,23,2016-17,2
4177,NT621A,A KELKAR,ME,4,2016-17,2
4178,NT631A,SHIKHA PRASAD,ME,3,2016-17,2
4179,NT642A,P MUNSHI,ME,16,2016-17,2
1805,NT642A,PRABHAT    MUNSHI,NET,11,2018-19,1
4180,NT651,O P SINGH,ME,1,2016-17,2
4181,NT651A,O P SINGH,ME,2,2016-17,2
3585,NT652A,"SHIKHA PRASAD  
KANTESH BALANI",ME,1,2016-17,1
4182,NT699,CONVENER DPGC,ME,1,2016-17,2
3586,NT699,CONVENER DPGC,ME,1,2016-17,1
3046,NT699,PANKAJ  WAHI,NET,,2017-18,2
2416,NT699,CONVENER DPGC,NET,,2017-18,1
1807,NT699,ADITYA HEMCHANDRA  KELKAR,NET,0,2018-19,1
1806,NT699,PANKAJ  WAHI,NET,0,2018-19,1
4183,NT799,CONVENER DPGC,ME,19,2016-17,2
3587,NT799,CONVENER DPGC,ME,18,2016-17,1
3047,NT799,PANKAJ  WAHI,NET,17,2017-18,2
2417,NT799,CONVENER DPGC,NET,19,2017-18,1
1808,NT799,PANKAJ  WAHI,NET,16,2018-19,1
1200,NT799,PRABHAT  MUNSHI,NET,16,2018-19,2
586,NT799,PRABHAT MUNSHI,NET,15,2019-20,1
3737,PE101A,SPEC,SPEC,847,2016-17,1
2418,PE101A,SPEC,SPEC,846,2017-18,1
1864,PE101A,DEBAJYOTI PAUL,SPEC,898,2018-19,1
638,PE101A,SYAM NAIR,SPEC,1012,2019-20,1
4319,PE102A,SPEC,SPEC,846,2016-17,2
3048,PE102A,DEBAJYOTI  PAUL,SPEC,851,2017-18,2
2419,PE102A,DEBAJYOTI PAUL,SPEC,,2017-18,1
1251,PE102A,DEBAJYOTI PAUL,SPEC,914,2018-19,2
370,PHI140A,PRASHANT BHALCHANDRA BAGAD,HSS,125,2019-20,1
4056,PHI141A,PHILOSE KOSHEY,HSS,47,2016-17,2
2420,PHI141A,PRASHANT BAGAD (HSS11),HSS,120,2017-18,1
