S.No,Course Number,Prof,Dept,Students,Year,Sem
3453,PHI142A,A V R SARMA,HSS,142,2016-17,1
2421,PHI142A,A V R SARMA,HSS,49,2017-18,1
1002,PHI142A,A V RAVISHANKAR SARMA,HSS,82,2018-19,2
3454,PHI143A,VINEET SAHU,HSS,51,2016-17,1
1592,PHI143A,VINEET  SAHU,HSS,127,2018-19,1
3455,PHI446A,PHILOSE KOSHY,HSS,82,2016-17,1
2422,PHI446A,PHILOSE KOSHY (HS2),HSS,107,2017-18,1
1593,PHI446A,A V RAVISHANKAR  SARMA,HSS,72,2018-19,1
371,PHI446A,LALIT,HSS,95,2019-20,1
4057,PHI447A,VINEET SAHU,HSS,58,2016-17,2
3049,PHI447A,VINEET  SAHU,HSS,59,2017-18,2
2423,PHI447A,VINEET SAHU (HS2),HSS,68,2017-18,1
1003,PHI447A,VINEET SAHU,HSS,43,2018-19,2
4058,PHI450A,P BAGAD,HSS,54,2016-17,2
3456,PHI450A,P BAGAD,HSS,40,2016-17,1
3050,PHI450A,PRASHANT BHALCHANDRA  BAGAD,HSS,57,2017-18,2
1594,PHI450A,PRASHANT BHALCHANDRA  BAGAD,HSS,76,2018-19,1
1004,PHI450A,PRASHANT BHALCHANDRA BAGAD,HSS,64,2018-19,2
4059,PHI455A,A V R SARMA,HSS,88,2016-17,2
3051,PHI455A,A V RAVISHANKAR  SARMA,HSS,82,2017-18,2
372,PHI455A,A V RAVISHANKAR SARMA,HSS,85,2019-20,1
3457,PHI751A,PHILOSE KOSHY,HSS,1,2016-17,1
2424,PHI751A,COURSE DROPPED,HSS,,2017-18,1
3052,PHI752A,PRASHANT BHALCHANDRA  BAGAD,HSS,,2017-18,2
3458,PHI753A,A V R SARMA,HSS,1,2016-17,1
2425,PHI753A,A V R SARMA,HSS,,2017-18,1
373,PHI753A,A V RAVISHANKAR SARMA,HSS,1,2019-20,1
374,PHI755A,LALIT,HSS,1,2019-20,1
3459,PHI757A,VINEET SAHU,HSS,1,2016-17,1
2426,PHI757A,COURSE DROPPED,HSS,,2017-18,1
1005,PHI757A,VINEET SAHU,HSS,1,2018-19,2
4060,PHI758A,A V R SARMA,HSS,1,2016-17,2
2427,PHI758A,OARS,HSS,,2017-18,1
1595,PHI758A,A V RAVISHANKAR  SARMA,HSS,0,2018-19,1
1006,PHI758A,A V RAVISHANKAR SARMA,HSS,0,2018-19,2
4061,PHI765A,PHILOSE KOSHY,HSS,1,2016-17,2
4062,PHI774A,VINEET SAHU,HSS,1,2016-17,2
1596,PHI774A,VINEET  SAHU,HSS,0,2018-19,1
3460,PHI782A,PRASHANT BAGAD,HSS,1,2016-17,1
2428,PHI785A,PRSHANT BAGAD,HSS,,2017-18,1
1007,PHI785A,PRASHANT BHALCHANDRA BAGAD,HSS,0,2018-19,2
375,PHI785A,PRASHANT BHALCHANDRA BAGAD,HSS,2,2019-20,1
4063,PHI799,CONVENER DPGC,HSS,8,2016-17,2
3461,PHI799,CONVENER DPGC,HSS,7,2016-17,1
3053,PHI799,SAYAN CHATTOPADHYAY,HSS,8,2017-18,2
2429,PHI799,CONVENER DPGC,HSS,7,2017-18,1
1597,PHI799,SAYAN  CHATTOPADHYAY,HSS,7,2018-19,1
1008,PHI799,SHATARUPA THAKURTA ROY,HSS,8,2018-19,2
376,PHI799,SHATARUPA THAKURTA ROY,HSS,8,2019-20,1
4271,PHY101A,KRISHNACHARYA,PHY,405,2016-17,2
3682,PHY101A,ASIMA PRADHAN,PHY,425,2016-17,1
3054,PHY101A,ZAKIR  HOSSAIN,PHY,407,2017-18,2
2430,PHY101A,ZAKIR HUSSAIN,PHY,423,2017-18,1
1809,PHY101A,K P  RAJEEV,PHY,462,2018-19,1
1201,PHY101A,K P RAJEEV,PHY,431,2018-19,2
587,PHY101A,ASIMA PRADHAN,PHY,511,2019-20,1
4272,PHY102A,"T SARKAR 
SUDEEP BHATTACHARJEE",PHY,426,2016-17,2
3683,PHY102A,"AMIT DUTTA 
SATYAJIT BANERJEE",PHY,466,2016-17,1
3056,PHY102A,SAIKAT  GHOSH,PHY,419,2017-18,2
3055,PHY102A,AMIT KUMAR  AGARWAL,PHY,419,2017-18,2
2432,PHY102A,TAPOBRATA SARKAR,PHY,471,2017-18,1
2431,PHY102A,AVINASH SINGH,PHY,471,2017-18,1
1811,PHY102A,SUDEEP  BHATTACHARJEE,PHY,470,2018-19,1
1810,PHY102A,TAPOBRATA  SARKAR,PHY,470,2018-19,1
1202,PHY102A,TAPOBRATA SARKAR,PHY,444,2018-19,2
588,PHY102A,K P RAJEEV,PHY,531,2019-20,1
4273,PHY103A,"M K HARBOLA 
S M TRIPATHI",PHY,441,2016-17,2
3684,PHY103A,"KRISHNACHARYA 
R C BUDHANI",PHY,446,2016-17,1
3058,PHY103A,SAGAR  CHAKRABORTY,PHY,434,2017-18,2
3057,PHY103A,ANAND KUMAR  JHA,PHY,434,2017-18,2
2433,PHY103A,TARUN K GHOSH,PHY,414,2017-18,1
1813,PHY103A,SOUMIK  MUKHOPADHYAY,PHY,438,2018-19,1
1812,PHY103A,AMIT KUMAR  AGARWAL,PHY,438,2018-19,1
1203,PHY103A,KRISHNACHARYA,PHY,445,2018-19,2
589,PHY103A,SOUMIK MUKHOPADHYAY,PHY,488,2019-20,1
4274,PHY103N,"M K HARBOLA 
S M TRIPATHI",PHY,1,2016-17,2
3685,PHY103N,"KRISHNACHARYA 
R C BUDHANI",PHY,1,2016-17,1
1204,PHY204A,ANJAN KUMAR GUPTA,PHY,3,2018-19,2
1814,PHY205A,MANAS   KHAN,PHY,3,2018-19,1
590,PHY205A,MANAS KHAN,PHY,5,2019-20,1
4275,PHY210A,D CHOWDHURY,PHY,34,2016-17,2
3059,PHY210A,DEBASHISH  CHOWDHURY,PHY,31,2017-18,2
1205,PHY210A,SUPRATIK BANERJEE,PHY,43,2018-19,2
3686,PHY224A,S A RAMAKRISHNA,PHY,33,2016-17,1
2435,PHY224A,KRISHNACHARYA,PHY,29,2017-18,1
2434,PHY224A,S GHOSH,PHY,29,2017-18,1
1815,PHY224A,SAIKAT  GHOSH,PHY,44,2018-19,1
591,PHY224A,SAIKAT GHOSH,PHY,36,2019-20,1
4276,PHY226B,G SENGUPTA,PHY,32,2016-17,2
3060,PHY226B,TAPOBRATA  SARKAR,PHY,43,2017-18,2
1206,PHY226B,NILAY KUNDU,PHY,47,2018-19,2
4277,PHY301A,K P RAJEEV,PHY,33,2016-17,2
3687,PHY301A,K P RAJEEV,PHY,13,2016-17,1
3061,PHY301A,K P  RAJEEV,PHY,141,2017-18,2
2436,PHY301A,K P RAJEEV (OE),PHY,40,2017-18,1
3688,PHY303A,R VIJAYA,PHY,10,2016-17,1
2437,PHY303A,R VIJAYA (OE),PHY,14,2017-18,1
1816,PHY303A,VIJAYA  RAMARAO,PHY,8,2018-19,1
3689,PHY305,K BHATTACHARYA,PHY,1,2016-17,1
3690,PHY305A,K BHATTACHARYA,PHY,76,2016-17,1
2438,PHY305A,K BHATTACHARYA (OE),PHY,178,2017-18,1
1817,PHY305A,PANKAJ    JAIN,PHY,216,2018-19,1
592,PHY305A,PANKAJ JAIN,PHY,150,2019-20,1
1207,PHY306A,SAGAR CHAKRABORTY,PHY,29,2018-19,2
3691,PHY307A,S M TRIPATHI,PHY,2,2016-17,1
3062,PHY307A,HARSHWARDHAN  WANARE,PHY,17,2017-18,2
1818,PHY307A,SAURABH MANI  TRIPATHI,PHY,9,2018-19,1
1208,PHY307A,HARSHWARDHAN WANARE,PHY,20,2018-19,2
593,PHY307A,SAURABH MANI TRIPATHI,PHY,11,2019-20,1
594,PHY309A,DEBASHISH CHOWDHURY,PHY,16,2019-20,1
3692,PHY315A,RAJEEV GUPTA,PHY,23,2016-17,1
2439,PHY315A,R GUPTA,PHY,30,2017-18,1
1819,PHY315A,KRISHNACHARYA,PHY,29,2018-19,1
595,PHY315A,KRISHNACHARYA,PHY,34,2019-20,1
4278,PHY399A,Y N MOHAPATRA,PHY,29,2016-17,2
3063,PHY399A,M K  HARBOLA,PHY,24,2017-18,2
1209,PHY399A,Y N MOHAPATRA,PHY,34,2018-19,2
3693,PHY400A,Z HOSSAIN,PHY,17,2016-17,1
2440,PHY400A,S BHATTACHARJEE,PHY,18,2017-18,1
1820,PHY400A,HARSHWARDHAN  WANARE,PHY,16,2018-19,1
596,PHY400A,VIJAYA RAMARAO,PHY,14,2019-20,1
3694,PHY401A,SAGAR CHAKRABORTY,PHY,77,2016-17,1
2441,PHY401A,S M TRIPATHI,PHY,72,2017-18,1
1821,PHY401A,KAUSHIK  BHATTACHARYA,PHY,72,2018-19,1
597,PHY401A,KAUSHIK BHATTACHARYA,PHY,89,2019-20,1
4279,PHY402A,SAGAR CHAKRABORTY,PHY,18,2016-17,2
2442,PHY407,G SENGUPTA,PHY,,2017-18,1
3695,PHY407A,ARJUN BAGCHI,PHY,36,2016-17,1
2443,PHY407A,G SENGUPTA,PHY,37,2017-18,1
1822,PHY407A,G SENGUPTA,PHY,21,2018-19,1
598,PHY407A,ARJUN BAGCHI,PHY,59,2019-20,1
3064,PHY412,ARIJIT KUNDU,PHY,1,2017-18,2
4280,PHY412A,AMIT DUTTA,PHY,74,2016-17,2
3065,PHY412A,ARIJIT KUNDU,PHY,70,2017-18,2
1210,PHY412A,ARIJIT KUNDU,PHY,88,2018-19,2
3696,PHY421A,JOYDEEP CHAKRABORTTY,PHY,71,2016-17,1
2444,PHY421A,A BAGCHI,PHY,71,2017-18,1
1823,PHY421A,ARJUN  BAGCHI,PHY,74,2018-19,1
599,PHY421A,DIPTARKA DAS,PHY,97,2019-20,1
4281,PHY422,J CHAKRABORTTY,PHY,1,2016-17,2
4282,PHY422A,JOYDEEP CHAKRABORTTY,PHY,61,2016-17,2
3066,PHY422A,ARJUN  BAGCHI,PHY,59,2017-18,2
1211,PHY422A,DIPTARKA DAS,PHY,53,2018-19,2
3697,PHY431,S BHATTACHARYYA,PHY,1,2016-17,1
2445,PHY431,V SUBRAMANIYAM,PHY,1,2017-18,1
3698,PHY431A,S BHATTACHARYYA,PHY,79,2016-17,1
2446,PHY431A,V SUBRAMANIYAM,PHY,72,2017-18,1
1824,PHY431A,M K  HARBOLA,PHY,76,2018-19,1
600,PHY431A,CHANCHAL,PHY,105,2019-20,1
4283,PHY432A,SAYANTANI BHATTACHARYYA,PHY,65,2016-17,2
3067,PHY432A,V  SUBRAHMANYAM,PHY,55,2017-18,2
1212,PHY432A,V SUBRAHMANYAM,PHY,42,2018-19,2
3699,PHY441A,A H KELKAR,PHY,49,2016-17,1
2447,PHY441A,A H KELKAR,PHY,50,2017-18,1
1825,PHY441A,ADITYA HEMCHANDRA  KELKAR,PHY,41,2018-19,1
601,PHY441A,JAYITA,PHY,44,2019-20,1
4284,PHY461A,S NANDI,PHY,17,2016-17,2
3700,PHY461A,SAIKAT GHOSH/A K JHA,PHY,49,2016-17,1
3068,PHY461A,S ANANTHA  RAMAKRISHNA,PHY,17,2017-18,2
2448,PHY461A,S A RAMAKRISHNA,PHY,45,2017-18,1
1826,PHY461A,SHIBABRATA  NANDI,PHY,51,2018-19,1
1213,PHY461A,ZAKIR HOSSAIN,PHY,18,2018-19,2
602,PHY461A,ZAKIR HOSSAIN,PHY,58,2019-20,1
4285,PHY462A,S NANDI,PHY,43,2016-17,2
3701,PHY462A,SAIKAT GHOSH/A K JHA,PHY,12,2016-17,1
3069,PHY462A,S ANANTHA  RAMAKRISHNA,PHY,34,2017-18,2
2449,PHY462A,S A RAMAKRISHNA,PHY,9,2017-18,1
1827,PHY462A,SHIBABRATA  NANDI,PHY,14,2018-19,1
1214,PHY462A,ZAKIR HOSSAIN,PHY,37,2018-19,2
603,PHY462A,ZAKIR HOSSAIN,PHY,14,2019-20,1
4286,PHY473A,M K VERMA,PHY,72,2016-17,2
3070,PHY473A,MAHENDRA KUMAR  VERMA,PHY,93,2017-18,2
1215,PHY473A,MAHENDRA KUMAR VERMA,PHY,99,2018-19,2
604,PHY500,TAPOBRATA SARKAR,PHY,0,2019-20,1
4287,PHY500A,K BHATTACHARYA,PHY,12,2016-17,2
3071,PHY500A,RAJEEV  GUPTA,PHY,15,2017-18,2
2450,PHY500A,SAGAR CHAKRABORTY,PHY,,2017-18,1
1828,PHY500A,ARJUN  BAGCHI,PHY,0,2018-19,1
1216,PHY500A,SATYAJIT BANERJEE,PHY,14,2018-19,2
4288,PHY501A,K BHATTACHARYA,PHY,1,2016-17,2
3702,PHY501A,DIPANKAR CHAKRABORTI,PHY,12,2016-17,1
3072,PHY501A,RAJEEV  GUPTA,PHY,1,2017-18,2
2451,PHY501A,SAGAR CHAKRABORTY,PHY,11,2017-18,1
1829,PHY501A,ARJUN  BAGCHI,PHY,16,2018-19,1
1217,PHY501A,SATYAJIT BANERJEE,PHY,1,2018-19,2
605,PHY501A,TAPOBRATA SARKAR,PHY,16,2019-20,1
4289,PHY502A,K BHATTACHARYA,PHY,12,2016-17,2
3703,PHY502A,DIPANKAR CHAKRABORTI,PHY,1,2016-17,1
3073,PHY502A,RAJEEV  GUPTA,PHY,11,2017-18,2
2452,PHY502A,SAGAR CHAKRABORTY,PHY,1,2017-18,1
1830,PHY502A,ARJUN  BAGCHI,PHY,1,2018-19,1
1218,PHY502A,SATYAJIT BANERJEE,PHY,15,2018-19,2
606,PHY502A,TAPOBRATA SARKAR,PHY,0,2019-20,1
3074,PHY524,TARUN KANTI  GHOSH,PHY,1,2017-18,2
1219,PHY524,TARUN KANTI GHOSH,PHY,1,2018-19,2
607,PHY524,DIPANKAR CHAKRABORTI,PHY,1,2019-20,1
4290,PHY524A,SAIKAT GHOSH,PHY,46,2016-17,2
3075,PHY524A,TARUN KANTI  GHOSH,PHY,28,2017-18,2
1220,PHY524A,TARUN KANTI GHOSH,PHY,36,2018-19,2
4291,PHY526A,D CHAKRABARTI,PHY,31,2016-17,2
3076,PHY526A,ADITYA HEMCHANDRA  KELKAR,PHY,45,2017-18,2
1221,PHY526A,ADITYA HEMCHANDRA KELKAR,PHY,38,2018-19,2
3704,PHY543,ANJAN K GUPTA,PHY,2,2016-17,1
2453,PHY543,A KUNDU,PHY,1,2017-18,1
3705,PHY543A,A K GUPTA,PHY,41,2016-17,1
2454,PHY543A,A KUNDU,PHY,42,2017-18,1
1831,PHY543A,ANJAN KUMAR  GUPTA,PHY,36,2018-19,1
608,PHY543A,ARIJIT KUNDU,PHY,36,2019-20,1
3706,PHY552,S NANDI,PHY,1,2016-17,1
2455,PHY552,S NANDI,PHY,1,2017-18,1
3707,PHY552A,S NANDI,PHY,46,2016-17,1
2456,PHY552A,S NANDI,PHY,62,2017-18,1
1832,PHY552A,AVINASH  SINGH,PHY,70,2018-19,1
609,PHY552A,AVINASH SINGH,PHY,79,2019-20,1
3077,PHY553,KAUSHIK  BHATTACHARYA,PHY,1,2017-18,2
4292,PHY553A,SOUMIK MUKHOPADHYAY,PHY,17,2016-17,2
3078,PHY553A,KAUSHIK  BHATTACHARYA,PHY,19,2017-18,2
1222,PHY553A,KAUSHIK BHATTACHARYA,PHY,20,2018-19,2
3708,PHY555A,"H C VERMA 
G SEN GUPTA 
R VIJAYA",PHY,2,2016-17,1
2457,PHY555A,SAGAR CHAKRABORTY,PHY,1,2017-18,1
1833,PHY555A,MANAS   KHAN,PHY,6,2018-19,1
610,PHY555A,TARUN KANTI GHOSH,PHY,2,2019-20,1
3709,PHY556A,"H C VERMA 
G SEN GUPTA 
R VIJAYA",PHY,8,2016-17,1
3079,PHY556A,M K  HARBOLA,PHY,,2017-18,2
2458,PHY556A,SAGAR CHAKRABORTY,PHY,7,2017-18,1
1834,PHY556A,MANAS   KHAN,PHY,6,2018-19,1
611,PHY556A,TARUN KANTI GHOSH,PHY,7,2019-20,1
4293,PHY557A,RAJEEV GUPTA,PHY,3,2016-17,2
3080,PHY557A,Y N  MOHAPATRA,PHY,13,2017-18,2
1223,PHY557A,ANAND KUMAR JHA,PHY,10,2018-19,2
4294,PHY558A,RAJEEV GUPTA,PHY,2,2016-17,2
3081,PHY558A,Y N  MOHAPATRA,PHY,1,2017-18,2
1224,PHY558A,ANAND KUMAR JHA,PHY,4,2018-19,2
3710,PHY563,"Y N MOHAPATRA 
P JAIN",PHY,1,2016-17,1
2459,PHY563,M K HARBOLA,PHY,1,2017-18,1
3711,PHY563A,"Y N MOHAPATRA 
P JAIN",PHY,38,2016-17,1
2460,PHY563A,M K HARBOLA,PHY,35,2017-18,1
1835,PHY563A,RAJEEV  GUPTA,PHY,31,2018-19,1
612,PHY563A,ANJAN KUMAR GUPTA,PHY,33,2019-20,1
3712,PHY565,"Y N MOHAPATRA 
P JAIN",PHY,1,2016-17,1
2461,PHY565,M K HARBOLA,PHY,1,2017-18,1
3713,PHY565A,"Y N MOHAPATRA 
P JAIN",PHY,38,2016-17,1
2462,PHY565A,M K HARBOLA,PHY,35,2017-18,1
1836,PHY565A,RAJEEV  GUPTA,PHY,31,2018-19,1
613,PHY565A,ANJAN KUMAR GUPTA,PHY,33,2019-20,1
4295,PHY566A,H C VERMA,PHY,37,2016-17,2
3082,PHY566A,SATYAJIT  BANERJEE,PHY,34,2017-18,2
1225,PHY566A,RAJEEV GUPTA,PHY,29,2018-19,2
4296,PHY568A,H C VERMA,PHY,37,2016-17,2
3083,PHY568A,SATYAJIT  BANERJEE,PHY,34,2017-18,2
1226,PHY568A,RAJEEV GUPTA,PHY,29,2018-19,2
4297,PHY590,CONVENER DUGC,PHY,1,2016-17,2
4298,PHY590A,M K HARBOLA,PHY,2,2016-17,2
3714,PHY590A,M K HARBOLA,PHY,1,2016-17,1
3084,PHY590A,M K  HARBOLA,PHY,,2017-18,2
2463,PHY590A,M K HARBOLA,PHY,,2017-18,1
1837,PHY590A,M K  HARBOLA,PHY,0,2018-19,1
1227,PHY590A,ADITYA HEMCHANDRA KELKAR,PHY,0,2018-19,2
614,PHY590A,ADITYA HEMCHANDRA KELKAR,PHY,1,2019-20,1
615,PHY596A,G SENGUPTA,PHY,3,2019-20,1
3715,PHY598A,R K THAREJA,PHY,5,2016-17,1
2464,PHY598A,M K HARBOLA,PHY,3,2017-18,1
1838,PHY598A,ZAKIR  HOSSAIN,PHY,6,2018-19,1
616,PHY598A,G SENGUPTA,PHY,4,2019-20,1
4299,PHY599A,A H KELKAR,PHY,1,2016-17,2
3716,PHY599A,R K THAREJA,PHY,2,2016-17,1
3085,PHY599A,SHIBABRATA  NANDI,PHY,1,2017-18,2
2465,PHY599A,M K HARBOLA,PHY,1,2017-18,1
1839,PHY599A,ZAKIR  HOSSAIN,PHY,0,2018-19,1
1228,PHY599A,DIPANKAR CHAKRABORTI,PHY,2,2018-19,2
617,PHY599A,G SENGUPTA,PHY,0,2019-20,1
3717,PHY601A,S MUKHOPADHYAY,PHY,6,2016-17,1
2466,PHY601A,S MUKHOPADHYAY,PHY,5,2017-18,1
1840,PHY601A,ARIJIT  KUNDU,PHY,8,2018-19,1
618,PHY601A,M K HARBOLA,PHY,4,2019-20,1
4300,PHY602A,A K AGARWAL,PHY,8,2016-17,2
3086,PHY602A,SOUMIK  MUKHOPADHYAY,PHY,8,2017-18,2
1229,PHY602A,M K HARBOLA,PHY,8,2018-19,2
3718,PHY603A,P JAIN,PHY,4,2016-17,1
2467,PHY603A,COURSE DROPPED,PHY,,2017-18,1
619,PHY603A,RAJEEV GUPTA,PHY,0,2019-20,1
4301,PHY604A,V SUBRAHMANYAM,PHY,9,2016-17,2
3087,PHY604A,AMIT  DUTTA,PHY,8,2017-18,2
1230,PHY604A,AMIT DUTTA,PHY,13,2018-19,2
3719,PHY605A,T K GHOSH,PHY,12,2016-17,1
2468,PHY605A,AMIT K AGARWAL,PHY,8,2017-18,1
1841,PHY605A,JOYDEEP  CHAKRABORTTY,PHY,15,2018-19,1
620,PHY605A,AMIT KUMAR AGARWAL,PHY,30,2019-20,1
3089,PHY606A,KRISHNACHARYA,PHY,8,2017-18,2
3088,PHY606A,MANAS  KHAN,PHY,8,2017-18,2
1231,PHY606A,MANAS  KHAN,PHY,5,2018-19,2
1842,PHY607A,AMIT  DUTTA,PHY,7,2018-19,1
621,PHY613A,AMIT DUTTA,PHY,18,2019-20,1
3720,PHY615A,D CHOWDHURY,PHY,21,2016-17,1
4302,PHY624A,ANJAN KR GUPTA,PHY,12,2016-17,2
1232,PHY624A,SOUMIK MUKHOPADHYAY,PHY,25,2018-19,2
1843,PHY631A,Y N  MOHAPATRA,PHY,6,2018-19,1
622,PHY631A,Y N MOHAPATRA,PHY,10,2019-20,1
2469,PHY632A,A K GUPTA,PHY,5,2017-18,1
4303,PHY634A,Z HOSSAIN,PHY,14,2016-17,2
1844,PHY642A,TARUN KANTI  GHOSH,PHY,11,2018-19,1
3721,PHY647A,A K KELKAR,PHY,3,2016-17,1
2470,PHY647A,A H KELKAR,PHY,,2017-18,1
1845,PHY647A,ADITYA HEMCHANDRA  KELKAR,PHY,0,2018-19,1
623,PHY649A,S ANANTHA RAMAKRISHNA,PHY,9,2019-20,1
1846,PHY651A,SUPRATIK  BANERJEE,PHY,14,2018-19,1
624,PHY651A,SUPRATIK BANERJEE,PHY,10,2019-20,1
1233,PHY660A,PANKAJ  JAIN,PHY,28,2018-19,2
1234,PHY663A,AMIT KUMAR AGARWAL,PHY,8,2018-19,2
1847,PHY670A,SAGAR  CHAKRABORTY,PHY,18,2018-19,1
625,PHY670A,SAGAR CHAKRABORTY,PHY,30,2019-20,1
3722,PHY672,M K VERMA,PHY,4,2016-17,1
3723,PHY672A,M K VERMA,PHY,5,2016-17,1
1848,PHY672A,MAHENDRA KUMAR  VERMA,PHY,11,2018-19,1
626,PHY672A,MAHENDRA KUMAR VERMA,PHY,7,2019-20,1
4304,PHY680A,A BAGCHI,PHY,25,2016-17,2
3090,PHY680A,JOYDEEP  CHAKRABORTTY,PHY,8,2017-18,2
1235,PHY680A,JOYDEEP CHAKRABORTTY,PHY,15,2018-19,2
3724,PHY681A,G SENGUPTA,PHY,30,2016-17,1
2471,PHY681A,D CHAKRABORTY,PHY,17,2017-18,1
1849,PHY681A,DIPANKAR  CHAKRABORTI,PHY,30,2018-19,1
627,PHY681A,NILAY KUNDU,PHY,41,2019-20,1
3725,PHY682A,S BHATTACHARJEE,PHY,17,2016-17,1
3091,PHY682A,SUDEEP  BHATTACHARJEE,PHY,35,2017-18,2
3726,PHY690C,H WANARE,PHY,7,2016-17,1
2472,PHY690C,H WANARE,PHY,,2017-18,1
3727,PHY690G,A K JHA,PHY,20,2016-17,1
2473,PHY690G,A K JHA,PHY,7,2017-18,1
1850,PHY690G,ANAND KUMAR  JHA,PHY,9,2018-19,1
4305,PHY690I,P JAIN,PHY,18,2016-17,2
4306,PHY690J,"T SARKAR 
JOYDEEP CHAKRABORTTY",PHY,7,2016-17,2
3728,PHY690K,V SUBRAMANIYAM,PHY,4,2016-17,1
4307,PHY690L,"H WANARE 
S A RAMAKRISHNA",PHY,4,2016-17,2
3092,PHY690M,G SENGUPTA,PHY,11,2017-18,2
1236,PHY690M,G SENGUPTA,PHY,9,2018-19,2
3093,PHY690N,AVINASH  SINGH,PHY,13,2017-18,2
1237,PHY690N,AVINASH SINGH,PHY,2,2018-19,2
3094,PHY690R,PANKAJ    JAIN,PHY,63,2017-18,2
2474,PHY690T,S BANERJEE,PHY,18,2017-18,1
1851,PHY690T,SATYAJIT  BANERJEE,PHY,9,2018-19,1
4308,PHY690V,R VIJAYA,PHY,19,2016-17,2
3095,PHY690V,VIJAYA  RAMARAO,PHY,17,2017-18,2
1238,PHY690V,VIJAYA RAMARAO,PHY,5,2018-19,2
2475,PHY690X,A DUTTA,PHY,21,2017-18,1
2476,PHY690Y,D CHOWDHURY,PHY,5,2017-18,1
4309,PHY693A,T K GHOSH,PHY,11,2016-17,2
628,PHY696A,G SENGUPTA,PHY,11,2019-20,1
3729,PHY698A,R K THAREJA,PHY,4,2016-17,1
2477,PHY698A,M K HARBOLA,PHY,10,2017-18,1
1852,PHY698A,ZAKIR  HOSSAIN,PHY,5,2018-19,1
629,PHY698A,G SENGUPTA,PHY,16,2019-20,1
3096,PHY699,SHIBABRATA  NANDI,PHY,,2017-18,2
1854,PHY699,M K  HARBOLA,PHY,0,2018-19,1
1853,PHY699,SUDEEP  BHATTACHARJEE,PHY,0,2018-19,1
1240,PHY699,ADITYA HEMCHANDRA KELKAR,PHY,0,2018-19,2
1239,PHY699,DIPANKAR CHAKRABORTI,PHY,0,2018-19,2
4310,PHY699A,A H KELKAR,PHY,8,2016-17,2
3097,PHY699A,SHIBABRATA  NANDI,PHY,13,2017-18,2
2478,PHY699A,M K HARBOLA,PHY,,2017-18,1
1855,PHY699A,ZAKIR  HOSSAIN,PHY,0,2018-19,1
1242,PHY699A,ADITYA HEMCHANDRA KELKAR,PHY,9,2018-19,2
1241,PHY699A,DIPANKAR CHAKRABORTI,PHY,9,2018-19,2
630,PHY699A,G SENGUPTA,PHY,0,2019-20,1
3098,PHY781A,DIPANKAR  CHAKRABORTI,PHY,8,2017-18,2
2479,PHY781A,J CHAKRABORTTY,PHY,4,2017-18,1
4311,PHY799,CONVENER DPGC,PHY,121,2016-17,2
3730,PHY799,CONVENER DPGC,PHY,132,2016-17,1
3099,PHY799,SUDEEP  BHATTACHARJEE,PHY,125,2017-18,2
2480,PHY799,CONVENER DPGC,PHY,128,2017-18,1
1856,PHY799,SUDEEP  BHATTACHARJEE,PHY,140,2018-19,1
1243,PHY799,DIPANKAR CHAKRABORTI,PHY,133,2018-19,2
631,PHY799,DIPANKAR CHAKRABORTI,PHY,151,2019-20,1
3731,PSE601A,G RAJSHEKHAR,PSE,23,2016-17,1
2481,PSE601A,ASIMA PRADHAN,PSE,13,2017-18,1
1858,PSE601A,HARSHWARDHAN  WANARE,PSE,17,2018-19,1
1857,PSE601A,ASIMA  PRADHAN,PSE,17,2018-19,1
632,PSE601A,PRADEEP KUMAR K,PSE,17,2019-20,1
3732,PSE602A,H WANARE,PSE,16,2016-17,1
2482,PSE602A,H WANARE,PSE,17,2017-18,1
1859,PSE602A,HARSHWARDHAN  WANARE,PSE,18,2018-19,1
633,PSE602A,HARSHWARDHAN WANARE,PSE,27,2019-20,1
3733,PSE603A,PRADEEP KUMAR,PSE,15,2016-17,1
2483,PSE603A,G RAJSHEKHAR,PSE,16,2017-18,1
1860,PSE603A,RAJSHEKHAR  GANNAVARPU,PSE,13,2018-19,1
634,PSE603A,RAJSHEKHAR GANNAVARPU,PSE,18,2019-20,1
4313,PSE604A,R K THAREJA,PSE,8,2016-17,2
3100,PSE604A,SAURABH MANI  TRIPATHI,PSE,11,2017-18,2
1245,PSE604A,UTPAL DAS,PSE,15,2018-19,2
4314,PSE605A,UTPAL DAS,PSE,18,2016-17,2
3101,PSE605A,ASIMA  PRADHAN,PSE,10,2017-18,2
1246,PSE605A,PRADIPTA K PANIGRAHI,PSE,11,2018-19,2
4315,PSE606A,ASIMA PRADHAN,PSE,5,2016-17,2
3102,PSE606A,VIJAYA  RAMARAO,PSE,8,2017-18,2
1247,PSE606A,HARSHWARDHAN WANARE,PSE,7,2018-19,2
4316,PSE699,CONVENER DPGC,PSE,7,2016-17,2
3734,PSE699,CONVENER DPGC,PSE,7,2016-17,1
3103,PSE699,RAJSHEKHAR  GANNAVARPU,PSE,5,2017-18,2
2484,PSE699,CONVENER DPGC,PSE,5,2017-18,1
1861,PSE699,RAJSHEKHAR GANNAVARPU,PSE,5,2018-19,1
1248,PSE699,RAJSHEKHAR GANNAVARPU,PSE,5,2018-19,2
635,PSE699,RAJSHEKHAR GANNAVARPU,PSE,8,2019-20,1
4317,PSE799,CONVENER DPGC,PSE,10,2016-17,2
3735,PSE799,CONVENER DPGC,PSE,7,2016-17,1
